date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:56:05	6364/6364	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:22%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Herramientas	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Herramientas.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki)
17:56:05	689/689	------	200	untouched ('OK')	image/png	date:Sat,%2027%20Aug%202005%2015:55:21%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/trac_logo_mini.png	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/chrome/common/trac_logo_mini.png	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki)
17:56:05	5794/5794	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:22%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/WikiStart	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/WikiStart.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	16318/16318	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:22%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracInstall	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracInstall.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	12379/12379	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:22%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracUpgrade	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracUpgrade.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	14487/14487	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:22%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracIni	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracIni.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	6982/6982	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:23%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracAdmin	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracAdmin.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	7261/7261	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:23%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracBackup	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracBackup.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	7197/7197	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:23%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracLogging	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracLogging.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	11984/11984	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:23%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracPermissions	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracPermissions.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	7684/7684	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:24%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracWiki	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracWiki.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	8376/8376	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:24%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracRss	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracRss.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	9147/9147	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:24%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracNotification	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracNotification.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	10547/10547	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:24%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracInterfaceCustomization	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracInterfaceCustomization.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	9798/9798	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:24%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracPlugins	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracPlugins.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	7462/7462	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:25%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracImport	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracImport.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	5300/5300	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:25%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracSupport	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/TracSupport.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TracGuide)
17:56:05	90/90	------	200	untouched ('OK')	image/gif	date:Sat,%2027%20Aug%202005%2015:55:21%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/extlink.gif	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/chrome/common/extlink.gif	(from https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/css/trac.css)
17:56:05	350/350	------	200	untouched ('OK')	image/png	date:Mon,%2023%20Feb%202004%2018:15:27%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/topbar_gradient.png	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/chrome/common/topbar_gradient.png	(from https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/css/trac.css)
17:56:05	50/50	------	200	untouched ('OK')	image/gif	date:Mon,%2023%20Feb%202004%2018:15:27%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/dots.gif	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/chrome/common/dots.gif	(from https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/css/trac.css)
17:56:05	309/309	------	200	untouched ('OK')	image/png	date:Sat,%2027%20Aug%202005%2015:55:21%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/topbar_gradient2.png	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/chrome/common/topbar_gradient2.png	(from https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/css/trac.css)
17:56:05	347/347	------	200	untouched ('OK')	image/png	date:Sat,%2027%20Aug%202005%2015:55:21%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/ics.png	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/chrome/common/ics.png	(from https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/css/trac.css)
17:56:05	452/452	------	200	untouched ('OK')	image/png	date:Sat,%2027%20Aug%202005%2015:55:21%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/xml.png	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/chrome/common/xml.png	(from https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/css/trac.css)
17:56:05	977/977	------	200	untouched ('OK')	image/png	date:Sat,%2027%20Aug%202005%2015:55:21%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/edit_toolbar.png	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/chrome/common/edit_toolbar.png	(from https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/css/trac.css)
17:56:05	222/222	------	200	untouched ('OK')	image/png	date:Sat,%2027%20Aug%202005%2015:55:21%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/asc.png	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/chrome/common/asc.png	(from https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/css/trac.css)
17:56:05	222/222	------	200	untouched ('OK')	image/png	date:Sat,%2027%20Aug%202005%2015:55:21%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/desc.png	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/chrome/common/desc.png	(from https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/css/trac.css)
17:56:05	4310/4310	------	200	untouched ('OK')	text/css	date:Tue,%2011%20Oct%202005%2001:29:40%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/css/code.css	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/chrome/common/css/code.css	(from https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/css/wiki.css)
17:56:05	4953/4953	------	200	untouched ('OK')	image/png	date:Mon,%2022%20Aug%202005%2022:13:40%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/draft.png	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/chrome/common/draft.png	(from https://desarrollos2.siu.edu.ar/trac/toba/chrome/common/css/wiki.css)
17:56:05	4541/4541	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:27%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/API/RecordSet	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/API/RecordSet.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	4684/4684	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:27%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/CamelCase	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/CamelCase.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	4044/4044	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:27%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/Administrador/Asistentes	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/Administrador/Asistentes.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	5644/5644	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:27%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/Administrador/Asistentes/ABMsimple	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/Administrador/Asistentes/ABMsimple.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	4435/4435	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:27%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/Administrador/Ideas	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/Administrador/Ideas.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	6085/6085	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:28%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/Administrador/PropiedadesBasicasObjetos/Extension	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/Administrador/PropiedadesBasicasObjetos/Extension.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	4138/4138	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:28%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/Administrador/Versiones	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/Administrador/Versiones.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	5237/5237	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:28%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/AdministrarMetadatos	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/AdministrarMetadatos.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	7092/7092	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:28%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/Autodocumentacion	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/Autodocumentacion.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	4763/4763	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:28%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/CompatibilidadInversa	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/CompatibilidadInversa.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	5577/5577	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:29%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/Consola/Instancias	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/Consola/Instancias.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	4847/4847	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:29%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/Consola/Refactorizacion	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/Consola/Refactorizacion.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	4216/4216	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:29%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/Conversaciones	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/Conversaciones.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	4862/4862	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:29%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/CorrectorOrtografico	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/CorrectorOrtografico.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	4310/4310	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:29%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/CosasViejas	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/CosasViejas.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	4007/4007	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:30%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/Cronograma	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/Cronograma.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	5119/5119	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:30%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/Deployment	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/Deployment.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	5835/5835	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:30%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/EFs	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/EFs.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	3929/3929	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:30%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/E_STRICT	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/E_STRICT.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	9013/9013	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:31%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/ElementoToba	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/ElementoToba.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	4010/4010	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:31%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/ErroresSql	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/ErroresSql.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	7463/7463	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:31%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/Eventos	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/Eventos.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	4046/4046	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:31%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/FlujoMetadatos	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/FlujoMetadatos.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	4071/4071	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:31%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/GeneracionAutomatica	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/GeneracionAutomatica.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	7815/7815	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:32%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/Layout	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/Layout.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	8157/8157	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:32%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/LenguajeNoTipado	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/LenguajeNoTipado.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
17:56:05	5248/5248	------	200	untouched ('OK')	text/html	date:Tue,%2027%20Dec%202005%2020:54:32%20GMT	https://desarrollos2.siu.edu.ar/trac/toba/wiki/Desarrollo/LockingOptimista	/usr/local/proyectos/toba_trunk/www/doc/wiki/trac/toba/wiki/Desarrollo/LockingOptimista.html	(from https://desarrollos2.siu.edu.ar/trac/toba/wiki/TitleIndex)
